english,klingon
I will show you my new car.,puH DujwIj chu' qa'ang.
Tom and Mary glanced at each other.,ghanchuq tam me'rIy je.
He is the last person I want to see now.,ghaH'e' vIlegh vIneHbe'qu'chu'.
I didn't want to say too much.,tlhoy vIja' vIneHbe'.
She made sure the images were horizontal.,SaS mIlloghmey 'e' 'ol.
"Listen, Israel! The Lord is our God; the Lord is one.","yIQoy, 'o yISra'el! Qunma' ghaH jaw'a''e'; wa' ghaH jaw'a''e'."
What was Tom's reply?,nuq jang tam?
Mary is horny.,Huy me'rIy.
Mary is horny.,roSbe' me'rIy.
Mary is horny.,wamtaH me'rIy.
Mary is hunting.,wamtaH me'rIy.
I am horny.,jIHuy.
I’m horny.,jIHuy.
I’m horny.,jIwamtaH.
I am horny.,jIwamtaH.
I'm hunting.,jIwamtaH.
Tom is always horny.,reH wamtaH tam.
Tom is always hunting.,reH wamtaH tam.
I’m so horny.,jIHuyqu'.
Why are you always horny?,qatlh reH bIwamtaH?
I'm leaving this group.,ghomvam vImej.
Is it spicy?,Huy'a'?
Are they horny?,Huy'a'?
Is he horny?,Huy'a'?
Is she horny?,Huy'a'?
Are they spicy?,Huy'a'?
Is this spicy?,Huy'a' 'oH?
Is it spicy?,Huy'a' 'oH?
Not very spicy.,Huyqu'be'.
The food is spicy.,Huy Soj.
Korean food is generally spicy.,motlh Huy choSan Soj.
He isn't very horny.,Huyqu'be'.
It's not very spicy.,Huyqu'be'.
She isn't very horny.,Huyqu'be'.
Is he horny?,Huy'a' ghaH?
Is she horny?,Huy'a' ghaH?
Are they horny?,Huy'a' chaH?
Are they spicy?,Huy'a' bIH?
Hahaha!,HghHghHgh!
He doesn't look well.,pIvlaw'be'.
"Still, things haven't really improved.",meQHam nIvqu'choHbe' ghu'.
Don't be an idiot.,qoH yIDaQo'!
Peace be upon you.,roj DaSIQjaj.
Tom is drawing an apple.,'epIl naH DIjtaH tam.
How fascinating!,vuQbej!
What was your mission?,Qu'lIj yIDel!
I'm naked.,jIQen.
I sleep naked.,jIQongtaHvIs jIQen.
Tom is narcissistic.,votlh tam.
Tom is a narcissist.,votlh tam.
The captain is a narcissist.,votlh HoD.
Gerda disappeared!,ngab gherDa'!
You certainly have a lot of questions.,loQHa' bIghelbej.
Tom was very confused.,mISqu' tam.
I'm baby.,ghu jIH.
Are they hot?,Huy'a' bIH?
Are they hot?,tuj'a' bIH?
Are they hot?,tuj'a'?
Are they hot?,Huy'a'?
You said Tom was a student.,bIjatlh HaDwI' ghaH tam'e'.
Tom is making breakfast now.,DaH nIQ vutlI' tam.
Keep an eye on the baby while I am away.,ghu yIjIH jIDachtaHvIS!
I was so happy that I forgot to thank you.,"jIQuchqu', vaj qatlho' 'e' vIlIj."
Tom thinks that Mary can't speak French.,vIraS Hol jatlhlaHbe' me'rIy 'e' Qub tam.
This painting was very expensive.,waghqu' naghvam beQ.
Do we still have this fabric?,weSjechvam wIghajtaH'a'?
She doesn't have many books.,paqmey law' ghajbe'.
It's decided that I'll do that tomorrow.,wa'leS Qu'vetlh vItur net wuq.
I started.,jItaghpu'.
The sugar is all gone.,loj Su'ghar qut.
"She's a rebel, isn't she?",lotlhwI' ghaH qar'a'?
I hope you enjoyed your trip.,lengraj botIv 'e' vItul.
Does Tony run every day?,Hoch jaj qet'a' tonIy?
I'll tell her what I know.,ghaHvaD De' vISovbogh vIja'.
Is this nice?,QaQ'a' Dochvam?
Both Tom and Mary will be here tomorrow.,wa'leS naDev chaHtaH tam'e' me'rIy'e' je.
Tom farted under the blankets.,tlhIm bIngDaq Qep'It vuj tam.
Tom and Mary didn't trust each other.,voqchuqbe' tam me'rIy je.
Quit acting like an idiot.,qoH DaDa 'e' yImev!
That's too important.,tlhoy potlh.
Mary told us that she had a headache.,jIwuQ nujatlh me'rIy.
Press here.,naDev yI'uy!
Does Tom dance?,mI''a' tam?
I need to write everything that's happening in a book.,paqDaq Hoch qaSbogh wanI'mey vIghernIS.
Tom ran off the road.,tawvo' qetpu' tam.
Tom is a boy and Mary is a girl.,loDHom ghaH tam'e' 'ej be'Hom ghaH me'rIy'e'.
Turn the knob clockwise.,jI'ev yI'IngmoH!
I dreamt about Tom being my younger brother.,loDnI'HomwI' ghaH tam'e' 'e' vInaj.
I can't recognize it.,vIghovlaHbe'.
Would you care to come with us?,jutlhejqang'a'?
The parrot is dead.,Heghpu' vIlInHoD.
Write your name and phone number on the list.,"tetlhDaq ponglIj, ghogh HablI'lIj mI' je tIghItlh!"
How long did you stay there?,qaStaHvIS poH 'ar pa' Suratlh?
"When should we tell Tom this? ""Now is the best time.""",«ghorgh tamvaD De'vam wIja'?» «DaH pup poH.»
Nuuk is the capital of Greenland.,ghenlan mon 'oH nuq'e'.
I don't feel much like talking.,jIjatlhqangqu'be'.
Tom and Mary first met at a restaurant in Boston.,baStan Qe'Daq qIHchuqpu' tam me'rIy je.
I didn't understand him.,ghaH vIyajbe'.
I'll find you and I'll kill you.,qaSam 'ej qaHoH.
That seems wrong.,lughbe'law'.
I know you're mad.,bIQeH 'e' vISov.
Tom often cooks dinner for Mary.,pIj me'rIyvaD 'uQ vut tam.
This is why I dislike cats.,meqvammo' vIghro'mey vIpar.
Tom was given permission to leave.,mej tam net chaw'.
I need some sugar.,Su'ghar qut puS vIpoQ.
I've found a good job.,Qu'na' QaQ vItu'pu'.
I wish that I had time to eat.,jISopmeH poH vIghaj 'e' vIjIn.
He's a total moron.,petaQna' ghaH.
Blood is three to four times more viscous than water.,wejlogh loSlogh pagh 'Iw jeD HoS bIQ jeD puj.
I'll go with you tomorrow.,wa'leS qatlhej.
I won't be back.,jIcheghbe'.
I won't be back.,jIcheghQo'.
Tom and I both wanted a lot of children.,puqpu' law' DIneHpu' tam jIH je.
Don't discuss that.,meqvetlh yIrIchQo'!
"I recently baked a cake. I don't want to be praising myself, but it tasted really good.","qen chab vIvutta'. jInaD'egh vIneHbe', 'a 'eyqu'bej."
Did Tom bother you again?,DunuQqa'pu''a' tam?
Her bicycle is blue.,SuD qam Do DujDaj.
I'm just not that interesting.,jIDajqu'be' neH.
"Sorry, but that is impossible.","jIQoS, 'ach qItbe'."
Did we travel back in time?,mavIbHa''a'?
You guys were really drunk.,Suchechqu'taH.
They were really drunk.,chechqu'taH.
They were really drunk.,chechqu'taH chaH.
He learned the Amharic alphabet.,'Ityopya' ngutlhmey ghojta'.
I'm just taking pictures.,mIlloghmey vIqontaH neH.
Please call me up later.,SIbI'Ha' HIrI'!
Mary told me she had a trombone she wasn't using anymore.,muja' me'rIy buq'ach vIlo'be'taHbogh vIghaj.
I think I'll go to Australia in October.,jar wa'maH 'aSralya' vIjaH 'e' vIQub.
I'm cold.,jIbIr.
I know Tom will help me.,muQaH tam 'e' vISov.
Tom went to Australia to see Mary.,me'rIy ghommeH 'aSralya' jaHta' tam.
"If Lena had only sung in German, she would have won.",bomtaHvIS le'na DoyIchlan Hol lo' net jalchugh Qapbej.
Tom felt loved.,muSHa'lu' 'e' jem tam.
She's my professor.,'a'ghenwI' ghaH.
I got out of the pool and dried myself with a towel.,DoQmIv'a'vo' jI'elHa' ghIq jIQaD'eghmoHmeH QaDmoHwI' DIr vIlo'.
Tom doesn't want my help.,QaHwIj neHbe' tam.
Both Tom and Mary were a little confused.,loQ mIS tam me'rIy je.
"Hi. My name is Oleg, I'm thirty years old, and I still sleep with a cat.","'oleq 'oH pongwIj'e', wejmaH ben jIboghpu' 'ej jIQongtaHvIS mutlhejtaH vIghro'wIj."
I'm her lawyer.,chut qeSwI'Daj jIH.
She was like a second mother to me.,SoSqoqwIj cha'DIch Da.
Mary said that she'd try.,jInIDqang jatlh me'rIy.
Tom and Mary say that they hate to study.,jatlh tam me'rIy je jIHaD 'e' vImaS.
Mary looked into her magic mirror.,'IDnar neSlo'Daj chotlh me'rIy.
Mary likes jazz.,jeS QoQ parHa' me'rIy.
What does it contain?,nuq ngaS?
Tom is an old grump.,'I'SeghImna' ghaH tam'e'.
"You're very competitive, aren't you?",bIvIDqu' qar'a'?
You're obviously drunk.,bIchechba'.
It was an amazing game.,Dun Qujvam.
How can I keep myself from snoring?,jIwuDbe' chay' 'e' vImevmoHlaH?
How can I keep myself from snoring?,jIwuD chay' 'e' vIbotlaH?
There's a man selling food over there.,pa' Soj ngevbogh loD'e' tu'lu'.
Smash someone else's phone.,latlh ghogh HablI' yIghor!
Tom's not the only guy in the world.,qo'Daq loD SIr ghaHbe' tam'e'.
What's your favorite gadget?,janlIj DamaSbogh yIngu'!
"I didn't like the music in the store, so I left without buying anything.","ngevwI' qachDaq QoQ vIpar, vaj pagh vIje' 'ej jImej."
I did it.,vIta'.
They said that they were angry.,maQeH jatlh.
Go over there!,pa' yIjaH!
You don't look like her.,ghaH Darurbe'.
Tom is a guy you can lean on.,loD'e' wuvlaHbogh vay' ghaH tam'e'.
The accountant miscounted the money.,Huch chelHa' chelwI'.
When did you notice that your wallet was missing?,Dach Huch buqlIj ghorgh 'e' Datlhoj?
He doesn't like his job.,Qu'Daj par.
Only the strong survive.,yIntaH HoSwI' neH.
Nobody spoke with me.,mujatlh pagh.
Tom was ready to leave.,mejrup tam.
You have a tendency to not pay attention.,jIqImmeH Qo vIchIw.
I seem to have caught a bad cold.,tera' tlhuH rop HoS vISIQchoHlaw'.
I think that we can change that.,ghu'vam wIchoHlaH 'e' vIQub.
It will change your life for the worst.,yInlIj 'arghmoH.
Tom doesn't want to talk to you.,Dujatlh neHbe' tam.
We all fell asleep.,maQongchoH Hoch.
I would've gone swimming if I'd had time.,ngugh poH vIghaj net jalchugh jIQalmeH jIjaHpu'.
I feel nervous when I speak English.,jIbIt DIvI' Hol vIjatlhtaHvIS.
Tom met Mary at school.,DuSaQDaq me'rIy qIHpu' tam.
That woman tricked me and stole my money.,mutojpu' be'vetlh 'ej HuchwIj nIHpu'.
He left for New York a week ago.,"nuyorgh ghoSmeH, Hegh ret tlheDpu'."
Who changed the subject?,meq choHpu' 'Iv?
I met one of your old boyfriends yesterday.,wa'Hu' wa' parmaqqaylIj Deq vIghompu'.
You've got to face facts.,ngoDmey DalajnIS.
"I hope you will be very happy, sir.",bIQuchqu' 'e' vItulneS.
"I hope you will be very happy, sir.","bIQuchqu' 'e' vItul, qaH."
I can't hear!,jIQoylaHbe'!
Did you enjoy the show?,HaSta much DatIv'a'?
"Down on the ground, now!",yavDaq Qot! tugh!
We put our coats on the sofa.,quSlabDaq mopmeymaj DIlan.
They stopped to talk.,jatlhmeH jaHbe'choH.
When was this castle built?,ghorgh jem'IHvam mutlhlu'pu'?
"I wish I could speak English, too.",DIvI' Hol vIjatlhlaH je jIH 'e' vIjIn.
I have to be in Boston in the morning.,wa'leS po baStanDaq jIHnIStaH.
Did you bring a towel?,QaDmoHwI' DIr Daqem'a'?
I'll never forgive myself.,not qeHHa''egh.
I wish to see.,vIlegh vIneH.
Please don't drink beer before going to bed.,QongDaq Da'elpa' wornagh yItlhutlhQo'!
"You're a pilot, aren't you?","'orwI' SoH, qar'a'?"
I don't want to cause you any trouble.,SoHvaD jISeng vIneHbe'.
That was my initial thought.,buSHachwIj wa'DIch 'oH.
He looks human enough. It fools everybody...,Human rurqu'. Hoch toj...
The cluster of cells continued to grow in the laboratory.,Qulpa'Daq nenchoHtaH HanDI' tlhoQ.
Tom laughed.,Hagh tam.
Tom liked the food.,Soj parHa' tam.
My computer is grey.,qIj De'wI'wIj 'ej wov.
Don't cry before you're hurt.,bI'oy'pa' yISaQQo'!
I'll be back before lunch tomorrow.,wa'leS qaSpa' megh jIcheghpu'.
Happy 2013.,DIS 2013 yItIv!
What drink do you like best?,tlhutlhmeH Soj DamaSqu'bogh yIngu'!
Tom just sat around and did nothing.,ba'taH neH tam 'ej pagh ta'.
"Darling, please remember.","qoghoy, yIqaw!"
We'd sure like to help them.,DIboQqangbej.
Three lives were lost.,Heghpu' wej qabDu'.
He wants to retaliate.,noD neH.
Tom seized his chance to escape.,narghmeH 'ebDaj jon tam.
This is rubbish.,chatlh 'oH.
Tom is actually not a bad singer.,meQHam bomwI' qab ghaHbe' tam'e'.
They left their umbrellas in their car.,puH DujchajDaq SIS yoDmeychaj poltaH.
The list is growing.,ghurtaH tetlh.
Right after my arrest I was interrogated several times.,vIqoplu'pu'DI' SIbI' 'oplogh vIyo'lu'.
She knew that somebody was following her.,ghaH tlha'taH vay' 'e' Sov.
Tom leaned against the wall and smoked a cigarette.,tlhoy'Daq lav tam 'ej tlhIch naQ pur.
"As for the child, he is eating the meat.","puq'e', Ha'DIbaH SoptaH."
Do you have a book?,paq Daghaj'a'?
I didn't want anyone to know.,Sov vay' vIneHbe'.
Tom gave the last piece of cake to me.,chab 'ay' Qav munobta' tam.
They have escaped.,narghta' chaH.
They don't know French.,vIraS Hol luyajbe'.
Why do you want stamps?,qatlh HIjmeH chaw'mey DaneH?
Tom doesn't like it here.,naDev par tam.
Tom looked in the book.,paq qoD bej tam.
The lone police officer called for backup.,ngaq rI' ghan'Iq yaS mob.
"You're not trying to trick me, are you?",chotoj 'e' DanIDbe' qar'a'?
I lost my meal card.,Soj chaw'wIj vIchIlpu'.
"You don't think Tom can win, do you?","QapllaH tam 'e' DaQubbe', qar'a'?"
He followed us.,nutlha'.
He wants us to follow him.,wItlha' neH ghaH.
Tom and Mary were absent on October 20th.,"jar wa'maH, jaj cha'maHDIch Dach tam me'rIy je."
How do they do it?,chay' lutur?
Tom isn't working this week.,Hoghvam vumbe' tam.
I know Tom and Mary are in love with each other.,muSHa'chuq tam me'rIy je 'e' vISov.
Tom is one person I'll never forget.,wa' ghot not vIlIjbogh ghaH tam'e'.
Do you like playing in the dirt?,lamDaq SureH 'e' botIv'a'?
Tom says Mary seldom wins.,pIjHa' Qap me'rIy jatlh tam.
I know that Tom is coming here this afternoon.,DaHjaj pov naDev ghoS tam 'e' vISov.
Tom put away his clothes.,SutDaj nge' tam.
Tom could've been murdered.,chaq tam chotlu'ta'.
I will give him the book tomorrow.,wa'leS ghaHvaD paq vInob.
We have witnesses.,jantorpu' tu'lu'.
Tom sat on the bed.,QongDaqDaq ba'taH tam.
Tom belongs here.,naDev 'oH tam Daq'e'.
Mary forgot her son in the car.,puH DujDaq puqloDDaj lIjpu' me'rIy.
Has Tom found a job yet?,wejHa' Qu' Samta''a' tam?
You hurt us.,che'oy'moH.
Four-dimensional space is confusing.,mISmoH loS roDSer tlhey'at.
I can take care of it.,vIDIghlaH.
I can take care of it.,vIQorghlaH jIH.
Have you told him yet?,wejHa' Daja'pu''a'?
This show has ruined my life.,yInwIj 'arghmoHchu'pu' HaSta muchvam.
What time does your last class finish?,'arlogh Qoylu'DI' rIn ghojmeH mIwlIj Qav?
They live on the other side of the river.,bIQtIq latlh Dop luDab.
We're doing nothing.,pagh wIta'taH.
They sent for a doctor at once.,SIbI' Qel lurIt.
Is the baby OK?,pIv'a' ghu?
Mary spoke only German.,DoyIchlan Hol neH jatlh me'rIy.
Sami's door made a strange noise.,wab Huj tlhen Sa'mIy lojmIt.
Tom cut his vacation short.,ghIQ 'e' ghang tam.
Can you watch him tonight?,DaHjaj ram DajIHlaH'a'?
They went inside.,qoD lu'elpu'.
I thought that you might not want to help us.,chaq juQaHqangbe' 'e' vIQub.
"She's really unhappy, isn't she?",Quchbe'qu' qar'a'?
I want to see everybody.,Hoch vIghom vIneH.
Is the zoo open on Monday?,DaSjaj poS'a' Hu?
You look about thirty years old.,wejmaH benHey bIboghlaw'pu' SoH.
Tom is not a true warrior.,SuvwI'na' ghaHbe' tam'e'.
Did Tom tell you the good news?,buy' ngop Duja'pu''a' tam?
Can we trap antimatter?,rugh wIvonlaH'a'?
Can we create antimatter?,rugh wIchenmoHlaH'a'?
The antimatter is very unstable.,ngaDHa'qu' rugh.
What do we know about antimatter?,rugh bopbogh De' yIngu'!
Can we build an antimatter rocket?,rugh Duj wImutlhlaH'a'?
Can we build an antimatter system?,rugh pat wImutlhlaH'a'?
We don't know why there's more matter than antimatter.,"Hap law' HoS rugh law' puj, 'ach meq wISovbe'."
Tom downed his drink.,SojDaj tlhutlhchu' tam.
Give me a metal bucket with oil.,yItQet ngaSbogh baS HaySIn HInob!
I know that Tom is a strong guy.,HoSwI' ghaH tam'e' 'e' vISov.
Tom was watching TV.,HaSta jIH bejtaH tam.
Eat the bread!,tIr ngogh yISop!
What the Germans build lasts forever.,ru'Ha'bej Doch mutlhbogh DoyIchlanganpu'.
I know that Tom is afraid of snakes.,ghargh Haj tam 'e' vISov.
Thank you for nothing.,wejpuH.
"Tom is skeptical, but Mary isn't.","Hon tam, 'a Honbe' me'rIy."
The boy throws a stone.,nagh vo' loDHom.
"Come on, let's leave.","Ha', mamej."
I'd like to see Tom again.,tam vIghomqa' vIneH.
Has he returned from the country?,Sepvo' cheghpu''a'?
Tom gave his flashlight to Mary.,me'rIyvaD 'ul SechDaj nob tam.
"Tom sat on the porch, reading the evening paper.","choghvatDaq ba' tam, choS De' chu' ghItlh laDtaHvIS."
"The kitchen light switch doesn't work. ""Not again!""",«Qapbe' vutpa' wovmoHwI' leQ.» «Qapbe'qa''a' jay'?!»
When did you begin teaching here?,naDev bIghojmoH ghorgh 'e' Datagh?
Have you given Tom anything to eat or drink?,tamvaD Soj Danobpu''a'?
"She wanted to go, but she didn't.","ghoS neH ghaH, 'ach ghoSbe'."
He was using his phone.,ghogh HablI'Daj lo'taH.
They're in love with each other.,muSHa'chuq.
What Tom did isn't wrong.,qabbe' tam ta'.
Did you find any mistakes?,Qaghmey Datu''a'?
She always wants to do everything by herself.,reH nIteb vang neH.
They'll get their revenge.,bortaS luchavbej.
I want to see results.,gher'ID vIlegh vIneH.
Tom lived there.,pa' Dabpu' tam.
I know Tom isn't a good musician.,QoQ muchwI' po' ghaHbe' tam'e' 'e' vISov.
There were two cases of murder per month.,qaStaHvIS wa' jar cha'logh vay' chotlu'.
He carved designs in ivory.,'e'levan Ho'Daq HaSreH quH.
I suspected Tom was embarrassed.,tuH tam 'e' vIpIH.
I bought this dress in Boston.,baStanDaq paHvam vIje'pu'.
I have a black and white dog.,qIjbogh 'ej chISbogh qovIj vIghaj.
I know Tom isn't a very good actor.,DawI' po'qu' ghaHbe' tam'e' 'e' vISov.
It's an incurable disease.,ropvam vorlaHbe' vay'.
Do you think Tom is still alive?,yIntaH tam 'e' DaQub'a'?
I didn't realize Tom was in pain.,'oy'taH tam 'e' vItlhojbe'.
My sister takes a shower every morning.,Hoch jaj po bIQ ghaywI' pa'Daq HaH'egh be'nI'wI'.
Let go of me. Let me die.,HIlon! jIHegh 'e' yIchaw'!
Don't you think Tom looks like a doctor?,Qel rur tam 'e' Datu'be''a'?
It was a rumor.,joS 'oH.
"He eats a lot, doesn't he?",loQHa' Sop qar'a'?
There is a stranger in front of the house.,juH qach tlhepDaq SaHtaH HujwI'.
Is your father stern?,yItlh'a' vavlI'?
We want to change rooms. This one is too noisy.,latlh mebpa' wIDabchoH wIneH. tlhoy chuS pa'vam.
I took a walk in the mountains.,HuDmeyDaq jIyIt.
She always listens to music while she studies.,HaDtaHvIS reH QoQ 'Ij.
Would you follow her advice?,qeSDaj Dalobqang'a'?
Mary is lovely.,loy' me'rIy.
I'll be really happy if I see Tom.,tam vIleghchugh jIQuchqu'.
Tom drank.,tlhutlh tam.
Tom can't swim.,QallaHbe' tam.
The soul doesn't have a body.,porgh ghajbe' qa'.
Are you allergic to any medicines?,Hergh Datlhar'a'?
I noticed that Tom's feet weren't clean.,Say'be' tam qamDu' 'e' vItu'.
She likes jazz.,jeS QoQ parHa'.
You'll never work here.,not naDev bIvum.
Tom doesn't have the time to eat right now.,DaH SopmeH poH ghajbe' tam.
I don't want any sugar.,Su'ghar qut vIneHbe'.
Sami was working at a bar.,tachDaq vum Sa'mIy.
I didn't know that Tom was one of your friends.,juppu'lI' wa' ghaH tam'e' 'e' vISovbe'.
Neither Tom nor Mary thanked John.,jan lutlho'be' tam me'rIy je.
They don't want you back.,bIchegh luneHbe'.
Tom doesn't need to know why.,meq SovnISbe' tam.
I told him that Tom isn't here.,vIja' naDev ghaHtaHbe' tam'e'.
I know that it's highly unlikely that anybody can help me.,ghaytanHa' muQaHlaH vay' 'e' vISov.
He spoke too quickly. I couldn't parse what he said.,tlhoy nom jatlh. mu'meyDaj vIyajlaHchu'be'.
I don't want to deal with this right now.,DaH vIDIgh vIneHbe'.
I need a pencil.,ghojmeH ghItlhwI' vIpoQ.
She wasn't wearing her uniform then.,ngugh HIpDaj tuQtaHbe' ghaH.
Mary has only ever had one boyfriend.,wa' parmaqqay neH ghajpu' me'rIy.
Does he love me?,mumuSHa''a'?
Tom rocks.,qu' tam.
Tom loves ice cream.,nIm qulcher taD muSHa' tam.
I know you'll enjoy that movie.,HaSta muchvetlh DatIvbej.
I know you'll enjoy that movie.,HaSta muchvetlh DatIv 'e' vISov.
They could hurt themselves.,chaq 'oy''eghmoH chaH.
Tom was completely shocked.,yay'qu'chu' tam.
Her hands were cold.,bIr ghopDu'Daj.
"If you want to leave, you may.","bImej DaneHchugh, vaj net chaw'."
"Who cares? ""I do.""",«SaH 'Iv?» «jISaH jIH.»
I don't want everybody on the Web to be able to access my photos.,weQmoQnaQDaq mIlloghmeywIj naw'laH Hoch vIneHbe'.
There'll be a new moon next week.,Hoch veb qaS maS So'lu'chu'bogh.
There'll be a new moon next week.,Hogh veb maS So'lu'chu'.
He deceived me!,mutojta'!
I didn't kiss anybody.,pagh vIchop.
Have you bought yourself a new cellphone?,QumwI' chu' Daje'ta''a'?
I've just come to Australia.,'eQ 'aSralya'Daq jIpaw.
Don't make a decision right now.,DaH yIwuqQo'!
I love her sister very much.,be'nI'Daj vImuSHa'qu'.
Look up there in the sky!,pa' chalDaq yIbej!
What'll Tom show Mary?,me'rIyvaD nuq 'ang tam?
Tom has gotten younger.,QupchoHpu' tam.
